,STATE,TRACTFIPS,COUNTYFIPS,STATEFIPS,TERRITORY,ACS_TOT_POP_WT,ACS_TOT_POP_US_ABOVE1,ACS_TOT_POP_ABOVE5,ACS_TOT_POP_ABOVE15,ACS_TOT_POP_ABOVE16,ACS_TOT_POP_16_19,ACS_TOT_POP_ABOVE25,ACS_TOT_CIVIL_POP_ABOVE18,ACS_TOT_CIVIL_VET_POP_ABOVE25,ACS_TOT_OWN_CHILD_BELOW17,ACS_TOT_CIVILIAN_LABOR,ACS_TOT_CIVIL_EMPLOY_POP,ACS_TOT_WORKER_HH,ACS_TOT_WORKER_NWFH,ACS_TOT_CIVIL_NONINST_POP_POV,ACS_TOT_CIVIL_POP_POV,ACS_TOT_POP_POV,ACS_TOT_GRANDCHILDREN_GP,ACS_TOT_HU,ACS_TOT_HH,ACS_AVG_HH_SIZE,ACS_TOT_CIVIL_NONINST_POP,ACS_TOT_CIVIL_VET_POP,ACS_PCT_CHILD_DISAB,ACS_PCT_DISABLE,ACS_PCT_NONVET_DISABLE_18_64,ACS_PCT_VET_DISABLE_18_64,ACS_PCT_FEMALE,ACS_PCT_MALE,ACS_PCT_CTZ_ABOVE18,ACS_PCT_CTZ_NATURALIZED,ACS_PCT_CTZ_NONUS_BORN,ACS_PCT_CTZ_US_BORN,ACS_PCT_FOREIGN_BORN,ACS_PCT_NON_CITIZEN,ACS_PCT_NONCTN_1990,ACS_PCT_NONCTN_1999,ACS_PCT_NONCTN_2000,ACS_PCT_NONCTN_2010,ACS_PCT_API_LANG,ACS_PCT_ENGL_NOT_ALL,ACS_PCT_ENGL_NOT_WELL,ACS_PCT_ENGL_VERY_WELL,ACS_PCT_ENGL_WELL,ACS_PCT_ENGLISH,ACS_PCT_HH_LIMIT_ENGLISH,ACS_PCT_OTH_EURP,ACS_PCT_OTH_LANG,ACS_PCT_SPANISH,ACS_PCT_GULFWAR_1990_2001,ACS_PCT_GULFWAR_2001,ACS_PCT_GULFWAR_VIETNAM,ACS_PCT_VET,ACS_PCT_VIETNAM,ACS_MEDIAN_AGE,ACS_MEDIAN_AGE_FEMALE,ACS_MEDIAN_AGE_MALE,ACS_PCT_AGE_0_4,ACS_PCT_AGE_5_9,ACS_PCT_AGE_10_14,ACS_PCT_AGE_15_17,ACS_PCT_AGE_0_17,ACS_PCT_AGE_18_29,ACS_PCT_AGE_18_44,ACS_PCT_AGE_30_44,ACS_PCT_AGE_45_64,ACS_PCT_AGE_50_64,ACS_PCT_AGE_ABOVE65,ACS_PCT_AGE_ABOVE80,ACS_PCT_AIAN,ACS_PCT_AIAN_FEMALE,ACS_PCT_AIAN_MALE,ACS_PCT_AIAN_NONHISP,ACS_PCT_ASIAN,ACS_PCT_ASIAN_FEMALE,ACS_PCT_ASIAN_MALE,ACS_PCT_ASIAN_NONHISP,ACS_PCT_BLACK,ACS_PCT_BLACK_FEMALE,ACS_PCT_BLACK_MALE,ACS_PCT_BLACK_NONHISP,ACS_PCT_HISP_FEMALE,ACS_PCT_HISP_MALE,ACS_PCT_HISPANIC,ACS_PCT_MULT_RACE,ACS_PCT_MULT_RACE_FEMALE,ACS_PCT_MULT_RACE_MALE,ACS_PCT_MULT_RACE_NONHISP,ACS_PCT_NHPI,ACS_PCT_NHPI_FEMALE,ACS_PCT_NHPI_MALE,ACS_PCT_NHPI_NONHISP,ACS_PCT_OTHER_FEMALE,ACS_PCT_OTHER_MALE,ACS_PCT_OTHER_NONHISP,ACS_PCT_OTHER_RACE,ACS_PCT_WHITE,ACS_PCT_WHITE_FEMALE,ACS_PCT_WHITE_MALE,ACS_PCT_WHITE_NONHISP,ACS_PCT_HOUSEHOLDER_WHITE,ACS_PCT_HOUSEHOLDER_BLACK,ACS_PCT_HOUSEHOLDER_AIAN,ACS_PCT_HOUSEHOLDER_ASIAN,ACS_PCT_HOUSEHOLDER_NHPI,ACS_PCT_HOUSEHOLDER_OTHER,ACS_PCT_HOUSEHOLDER_MULT,ACS_PCT_AIAN_COMB,ACS_PCT_ASIAN_COMB,ACS_PCT_BLACK_COMB,ACS_PCT_NHPI_COMB,ACS_PCT_WHITE_COMB,ACS_PCT_HH_NO_COMP_DEV,ACS_PCT_HH_SMARTPHONE,ACS_PCT_HH_SMARTPHONE_ONLY,ACS_PCT_HH_TABLET,ACS_PCT_HH_TABLET_ONLY,ACS_PCT_HH_PC,ACS_PCT_HH_PC_ONLY,ACS_PCT_HH_OTHER_COMP,ACS_PCT_HH_OTHER_COMP_ONLY,ACS_PCT_HH_INTERNET,ACS_PCT_HH_INTERNET_NO_SUBS,ACS_PCT_HH_BROADBAND,ACS_PCT_HH_BROADBAND_ONLY,ACS_PCT_HH_BROADBAND_ANY,ACS_PCT_HH_CELLULAR,ACS_PCT_HH_CELLULAR_ONLY,ACS_PCT_HH_NO_INTERNET,ACS_PCT_HH_SAT_INTERNET,ACS_PCT_HH_DIAL_INTERNET_ONLY,ACS_PCT_CHILD_1FAM,ACS_PCT_CHILDREN_GRANDPARENT,ACS_PCT_GRANDP_RESPS_NO_P,ACS_PCT_GRANDP_RESPS_P,ACS_PCT_GRANDP_NO_RESPS,ACS_PCT_HH_KID_1PRNT,ACS_PCT_DIVORCED_F,ACS_PCT_DIVORCED_M,ACS_PCT_MARRIED_SP_AB_F,ACS_PCT_MARRIED_SP_AB_M,ACS_PCT_MARRIED_SP_PR_F,ACS_PCT_MARRIED_SP_PR_M,ACS_PCT_NVR_MARRIED_F,ACS_PCT_NVR_MARRIED_M,ACS_PCT_WIDOWED_F,ACS_PCT_WIDOWED_M,ACS_PCT_POP_SAME_SEX_UNMRD_P,ACS_PCT_POP_SAME_SEX_SPOUSE,ACS_PCT_ADMIN,ACS_PCT_ARMED_FORCES,ACS_PCT_ART,ACS_PCT_CONSTRUCT,ACS_PCT_EDUC,ACS_PCT_EMPLOYED,ACS_PCT_FINANCE,ACS_PCT_GOVT,ACS_PCT_INFORM,ACS_PCT_MANUFACT,ACS_PCT_NATURE,ACS_PCT_NOT_LABOR,ACS_PCT_OTHER,ACS_PCT_PROFESS,ACS_PCT_PVT_NONPROFIT,ACS_PCT_PVT_PROFIT,ACS_PCT_RETAIL,ACS_PCT_TRANSPORT,ACS_PCT_UNEMPLOY,ACS_PCT_VET_LABOR_FORCE_18_64,ACS_PCT_VET_UNEMPL_18_64,ACS_PCT_WHOLESALE,ACS_PCT_WORK_RES_F,ACS_PCT_WORK_RES_M,ACS_GINI_INDEX,ACS_MDN_GRNDPRNT_NO_PRNT_INC,ACS_MDN_GRNDPRNT_INC,ACS_MEDIAN_HH_INC_AIAN,ACS_MEDIAN_HH_INC_ASIAN,ACS_MEDIAN_HH_INC_BLACK,ACS_MEDIAN_HH_INC_HISP,ACS_MEDIAN_HH_INC_MULTI,ACS_MEDIAN_HH_INC_NHPI,ACS_MEDIAN_HH_INC_OTHER,ACS_MEDIAN_HH_INC_WHITE,ACS_MEDIAN_HH_INC,ACS_MEDIAN_INC_F,ACS_MEDIAN_INC_M,ACS_MEDIAN_NONVET_INC,ACS_MEDIAN_VET_INC,ACS_PCT_INC50_ABOVE65,ACS_PCT_INC50_BELOW17,ACS_PCT_HEALTH_INC_BELOW137,ACS_PCT_HEALTH_INC_138_199,ACS_PCT_HEALTH_INC_200_399,ACS_PCT_HEALTH_INC_ABOVE400,ACS_PCT_HH_INC_10000,ACS_PCT_HH_INC_100000,ACS_PCT_HH_INC_14999,ACS_PCT_HH_INC_24999,ACS_PCT_HH_INC_49999,ACS_PCT_HH_INC_99999,ACS_PCT_INC50,ACS_PCT_NONVET_POV_18_64,ACS_PCT_VET_POV_18_64,ACS_PCT_PERSON_INC_100_124,ACS_PCT_PERSON_INC_125_199,ACS_PCT_PERSON_INC_ABOVE200,ACS_PCT_PERSON_INC_BELOW99,ACS_PER_CAPITA_INC,ACS_PCT_POV_AIAN,ACS_PCT_POV_ASIAN,ACS_PCT_POV_BLACK,ACS_PCT_POV_HISPANIC,ACS_PCT_POV_MULTI,ACS_PCT_POV_NHPI,ACS_PCT_POV_OTHER,ACS_PCT_POV_WHITE,ACS_PCT_HH_1FAM_FOOD_STMP,ACS_PCT_HH_FOOD_STMP,ACS_PCT_HH_FOOD_STMP_BLW_POV,ACS_PCT_HH_NO_FD_STMP_BLW_POV,ACS_PCT_HH_PUB_ASSIST,ACS_PCT_COLLEGE_ASSOCIATE_DGR,ACS_PCT_BACHELOR_DGR,ACS_PCT_NO_WORK_NO_SCHL_16_19,ACS_PCT_GRADUATE_DGR,ACS_PCT_HS_GRADUATE,ACS_PCT_LT_HS,ACS_PCT_POSTHS_ED,ACS_PCT_VET_BACHELOR,ACS_PCT_VET_COLLEGE,ACS_PCT_VET_HS,ACS_MEDIAN_HOME_VALUE,ACS_MEDIAN_RENT,ACS_MDN_OWNER_COST_MORTGAGE,ACS_MDN_OWNER_COST_NO_MORTG,ACS_MEDIAN_YEAR_BUILT,ACS_PCT_10UNITS,ACS_PCT_1UP_OWNER_1ROOM,ACS_PCT_1UP_PERS_1ROOM,ACS_PCT_1UP_RENT_1ROOM,ACS_PCT_HU_BUILT_1979,ACS_PCT_DIF_STATE,ACS_PCT_GRP_QRT,ACS_PCT_HH_1PERS,ACS_PCT_HH_ABOVE65,ACS_PCT_HH_ALONE_ABOVE65,ACS_PCT_HU_NO_FUEL,ACS_PCT_HU_UTILITY_GAS,ACS_PCT_HU_BOT_TANK_LP_GAS,ACS_PCT_HU_OIL,ACS_PCT_HU_WOOD,ACS_PCT_HU_COAL,ACS_PCT_HU_OTHER,ACS_PCT_HU_ELEC,ACS_PCT_HU_SOLAR,ACS_PCT_IN_COUNTY_MOVE,ACS_PCT_IN_STATE_MOVE,ACS_PCT_HU_KITCHEN,ACS_PCT_HU_MOBILE_HOME,ACS_PCT_OWNER_HU,ACS_PCT_OWNER_HU_COST_30PCT,ACS_PCT_OWNER_HU_COST_50PCT,ACS_PCT_OWNER_HU_CHILD,ACS_PCT_HU_PLUMBING,ACS_PCT_RENTER_HU_COST_30PCT,ACS_PCT_RENTER_HU_COST_50PCT,ACS_PCT_RENTER_HU,ACS_PCT_RENTER_HU_ABOVE65,ACS_PCT_RENTER_HU_CHILD,ACS_PCT_VACANT_HU,ACS_PCT_COMMT_15MIN,ACS_PCT_COMMT_29MIN,ACS_PCT_COMMT_59MIN,ACS_PCT_COMMT_60MINUP,ACS_PCT_DRIVE_2WORK,ACS_PCT_HU_NO_VEH,ACS_PCT_PUB_COMMT_15MIN,ACS_PCT_PUB_COMMT_29MIN,ACS_PCT_PUB_COMMT_59MIN,ACS_PCT_PUB_COMMT_60MINUP,ACS_PCT_PUBL_TRANSIT,ACS_PCT_TAXICAB_2WORK,ACS_PCT_WALK_2WORK,ACS_PCT_WORK_NO_CAR,ACS_PCT_MEDICAID_ANY,ACS_PCT_MEDICAID_ANY_BELOW64,ACS_PCT_MEDICARE_ONLY,ACS_PCT_OTHER_INS,ACS_PCT_PVT_EMPL_DRCT,ACS_PCT_PVT_EMPL_DRCT_BELOW64,ACS_PCT_PRIVATE_ANY,ACS_PCT_PRIVATE_ANY_BELOW64,ACS_PCT_PRIVATE_EMPL,ACS_PCT_PRIVATE_EMPL_BELOW64,ACS_PCT_PRIVATE_MDCR,ACS_PCT_PRIVATE_MDCR_35_64,ACS_PCT_PRIVATE_OTHER,ACS_PCT_PRIVATE_OTHER_BELOW64,ACS_PCT_PRIVATE_SELF,ACS_PCT_PRIVATE_SELF_BELOW64,ACS_PCT_PUBLIC_ONLY,ACS_PCT_PUBLIC_OTHER,ACS_PCT_PUBLIC_OTHER_BELOW64,ACS_PCT_SELF_MDCR_ABOVE35,ACS_PCT_TRICARE_VA,ACS_PCT_TRICARE_VA_BELOW64,ACS_PCT_UNINSURED,ACS_PCT_UNINSURED_BELOW64,CEN_AREALAND_SQM_TRACT,CEN_POPDENSITY_TRACT,WUSTL_AVG_PM25,HIFLD_DIST_UC_TRACT,POS_DIST_ED_TRACT,POS_DIST_MEDSURG_ICU_TRACT,POS_DIST_TRAUMA_TRACT,POS_DIST_PED_ICU_TRACT,POS_DIST_OBSTETRICS_TRACT,POS_DIST_CLINIC_TRACT,POS_DIST_ALC_TRACT,CEN_AIAN_NH_IND,COUNTY
32,New Jersey,34019457414,34019,34,0,4074,4031,3836,3335,3283,202,2828,3173,142,803,2154,2029,1977,1841,3991,3106,3995,59,1663,1500,2,4025,143,3,10,8,16,51,48,69,12,13,76,23,9,0,1,2,4,4,1,4,19,5,68,7,8,1,16,13,15,14,4,36,40,42,39,5,5,6,3,21,15,34,19,27,20,16,4,0,47,52,0,9,53,46,9,14,50,49,13,50,49,20,4,50,49,2,0,53,46,0,50,49,0,6,64,50,49,54,68,14,0,8,0,5,3,0,10,16,0,68,7,84,6,64,0,81,4,2,0,87,2,76,7,87,78,8,10,3,0,27,7,9,24,66,18,12,8,4,4,44,48,31,37,8,2,0,0,4,0,8,5,24,93,8,13,2,7,0,34,4,13,7,74,10,6,6,79,5,3,16,14,0,38062,91281,61235,140233,75762,89796,106011,0,70450,99473,91804,33884,54863,43378,57640,3,5,15,8,24,52,5,42,3,6,15,26,4,9,7,3,9,76,10,43673,16,8,15,13,11,15,16,9,16,9,4,6,10,22,24,1,15,27,10,62,30,29,40,366731,1505,2508,1076,1825,15,2,3,5,67,1,2,25,31,11,0,74,2,8,0,0,0,13,0,5,2,2,0,62,33,14,31,1,50,25,37,20,33,8,21,31,31,15,82,12,3,8,25,61,11,2,3,7,14,15,5,4,1,1,66,71,52,62,4,0,0,0,5,6,21,0,0,3,0,0,7,8,3,8618,6,3,3,2,7,11,3,3,5,0,Allegheny County
33,New Mexico,35024175907,35023,35,0,3426,3391,3225,2773,2732,186,2312,2618,227,658,1555,1452,1437,1355,3341,2565,3356,92,1541,1295,2,3366,231,4,16,13,22,50,49,73,3,4,90,9,5,1,1,1,1,0,1,2,25,4,65,5,1,6,25,20,18,15,8,38,39,41,38,5,6,6,3,22,16,34,18,24,19,18,4,11,50,49,10,1,58,41,1,2,40,59,1,49,50,47,7,50,49,1,0,43,56,0,49,50,0,8,69,50,49,37,72,1,10,1,0,8,6,12,2,2,0,76,13,76,11,52,0,69,5,3,0,75,3,56,8,75,63,12,20,8,0,39,12,25,31,42,20,16,13,4,4,40,42,31,38,8,3,0,0,8,0,11,7,25,92,4,23,1,3,4,43,5,10,7,61,10,4,7,69,5,1,51,45,0,49112,62799,48788,86394,61449,52051,72210,0,52602,62672,53119,23254,34341,27181,45087,3,11,28,12,30,29,9,20,5,11,23,28,8,19,11,5,15,59,19,27980,23,12,21,21,20,14,20,14,33,17,9,10,18,32,15,2,11,26,14,58,30,37,31,186609,917,1277,373,1981,6,3,3,5,44,3,2,30,33,12,0,59,8,0,9,0,1,20,0,7,2,4,18,68,20,8,26,5,46,22,31,16,34,15,34,36,22,6,94,6,18,17,35,28,1,1,2,2,28,32,6,7,1,1,44,47,32,39,3,0,0,0,4,5,38,0,0,2,1,2,9,11,198,1944,5,16,6,9,19,29,8,4,21,0,Allen County
34,New York,36062148126,36062,36,0,3606,3566,3395,2982,2940,178,2522,2849,123,653,1849,1744,1687,1586,3509,2771,3513,59,1545,1370,2,3562,124,4,11,9,16,51,48,71,12,14,76,23,9,1,1,2,3,5,1,4,16,6,70,7,8,1,13,14,16,15,4,33,40,41,38,5,5,5,3,20,16,36,19,26,20,16,4,0,49,50,0,8,54,45,8,16,49,50,14,49,50,17,4,51,48,2,0,55,44,0,49,50,0,7,62,50,49,55,65,15,0,7,0,6,3,1,9,18,0,66,9,81,7,61,1,78,5,2,0,85,2,72,10,84,73,10,12,4,0,30,7,12,25,61,19,12,9,5,5,40,44,34,40,8,2,0,0,4,0,9,5,28,94,7,16,2,6,0,37,4,11,11,66,10,5,5,73,5,2,50,49,0,56118,77411,56083,107345,69250,79159,98093,0,65745,87187,78063,31793,46509,38437,51143,3,7,20,9,26,44,6,35,4,8,18,27,6,13,10,4,11,70,14,39610,22,14,22,18,15,25,20,13,23,14,6,6,15,24,20,1,15,26,13,60,28,32,39,463350,1401,2341,864,1464,23,3,5,6,77,1,3,28,31,11,1,60,4,19,1,0,1,11,0,5,2,2,2,55,30,14,28,1,50,27,44,19,30,10,20,28,32,18,63,26,3,12,35,47,27,2,6,20,22,23,4,5,1,1,60,64,45,54,4,0,0,0,6,7,27,0,0,2,0,0,5,6,8,23896,6,5,2,3,8,10,3,2,4,0,Allen Parish
35,North Carolina,37104019713,37103,37,0,3887,3845,3660,3175,3125,208,2655,2988,240,756,1913,1809,1782,1668,3756,2909,3779,67,1754,1508,2,3809,244,4,13,11,19,51,48,74,3,3,91,8,4,0,0,1,1,1,0,1,7,2,88,2,1,0,7,22,20,15,8,35,40,41,39,5,5,6,3,21,16,34,18,26,19,17,3,1,51,48,1,2,57,42,2,21,51,48,21,48,51,9,3,50,49,2,0,50,49,0,46,53,0,3,68,51,48,63,70,21,1,2,0,2,2,2,3,22,0,71,9,81,9,58,0,75,4,2,0,82,2,68,9,82,71,10,14,6,0,33,8,23,29,47,17,14,11,4,4,44,48,28,34,9,2,0,0,4,1,9,7,22,94,6,14,1,12,1,38,5,10,7,72,11,4,5,73,3,2,32,29,0,49600,61483,44638,106101,51181,58931,70644,55500,49592,66922,60780,26136,39361,31244,44772,2,9,22,11,30,34,6,24,5,9,23,30,6,14,9,4,14,65,14,32042,21,12,21,21,19,20,20,11,28,12,6,8,13,31,19,2,11,25,11,62,29,38,32,201593,951,1354,440,1970,8,1,2,3,38,3,2,28,30,11,0,23,7,2,1,0,0,63,0,7,3,2,12,65,20,8,27,2,45,21,34,15,34,13,27,38,27,6,95,5,11,26,34,27,1,1,1,2,15,17,6,6,1,1,58,61,42,50,3,0,0,0,7,8,24,0,0,3,2,2,10,12,18,1359,6,6,5,6,20,17,6,4,11,0,Allendale County
36,North Dakota,38050757716,38050,38,0,3335,3287,3100,2670,2630,171,2182,2522,198,720,1817,1761,1728,1667,3203,2435,3227,33,1651,1407,2,3259,203,3,11,8,15,48,51,74,1,2,95,4,2,0,0,0,1,0,0,0,3,1,94,1,1,1,1,20,24,11,8,35,38,39,37,6,6,6,3,23,17,36,18,23,18,16,4,5,53,46,5,1,59,40,1,2,39,60,2,47,52,3,2,52,47,2,0,57,42,0,45,54,0,1,86,48,51,84,88,2,4,1,0,0,2,7,1,3,0,89,9,80,7,61,1,77,5,1,0,81,4,69,9,81,70,8,13,5,0,25,4,29,26,43,11,10,9,2,3,52,50,25,34,9,2,0,0,5,1,7,7,25,96,5,16,1,6,11,31,4,5,10,63,10,5,3,82,2,3,50,42,0,68373,81769,52476,85988,51710,74805,77394,0,49953,69210,66608,28187,45397,36363,47463,2,5,16,9,31,41,5,28,3,8,20,32,5,10,7,3,11,73,11,35548,26,13,24,19,15,23,20,8,18,6,3,8,7,36,20,1,8,27,7,65,24,38,36,186675,796,1384,483,1933,15,1,1,3,56,4,3,31,27,11,0,34,19,3,0,0,1,40,0,7,3,2,7,65,14,4,28,2,35,17,34,18,25,15,51,30,13,4,93,4,33,21,27,17,0,1,4,1,9,9,3,6,2,2,71,75,50,59,2,0,0,0,9,12,15,0,0,5,2,2,7,8,302,1400,5,21,6,10,8,42,8,6,20,0,Alpena County
37,Northern Mariana Islands,69110526388,69110,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Alpine County
38,Ohio,39079704439,39079,39,0,3685,3642,3466,3009,2962,193,2529,2863,214,727,1867,1768,1719,1629,3579,2776,3582,58,1646,1489,2,3630,216,5,14,12,19,51,48,76,2,2,95,4,2,0,0,0,1,1,0,0,4,1,92,1,2,0,2,17,15,17,7,36,40,41,38,5,5,6,3,21,16,34,18,26,20,17,4,0,47,52,0,2,57,42,2,15,46,53,15,49,50,4,3,50,49,3,0,58,41,0,45,54,0,1,77,50,49,75,79,14,0,1,0,0,2,0,2,17,0,80,9,80,9,59,1,74,5,2,0,83,2,68,9,83,72,10,13,6,0,37,7,24,28,47,18,15,12,3,3,42,45,30,36,9,3,0,0,3,0,9,5,24,93,6,12,1,15,0,37,4,9,9,73,11,5,6,75,4,2,28,25,0,52349,65272,44767,105318,48015,67771,65049,0,45196,64005,60590,25908,39588,31956,42504,3,9,22,11,31,34,7,23,4,10,23,30,7,15,10,4,13,66,15,31398,26,14,25,19,21,22,21,13,27,14,7,7,14,29,16,2,10,33,10,56,21,34,43,150529,864,1273,506,1712,9,0,1,2,68,1,2,31,29,12,0,66,5,2,1,0,0,23,0,9,3,4,3,64,18,7,26,2,42,20,35,17,31,10,29,40,24,5,93,8,10,25,38,25,2,1,2,3,19,22,6,5,1,1,60,64,47,56,3,0,0,0,4,5,27,0,0,3,0,0,6,7,12,2650,7,5,4,4,9,14,4,4,6,0,Amador County
39,Oklahoma,40093662068,40093,40,0,3277,3237,3062,2615,2570,174,2167,2467,218,691,1555,1476,1449,1389,3170,2391,3181,65,1444,1239,2,3209,221,4,16,14,26,50,49,72,2,3,93,6,3,0,0,1,1,1,0,1,6,1,89,2,0,0,7,21,22,13,8,36,38,39,36,6,6,6,3,23,16,35,19,24,18,15,3,7,51,48,7,2,58,41,2,7,45,54,7,48,51,10,8,50,49,7,0,52,47,0,45,54,0,2,70,50,49,64,75,7,6,1,0,2,6,13,2,9,0,78,9,83,13,55,0,70,4,2,0,81,2,57,6,81,72,16,15,9,0,32,8,29,29,40,17,16,13,4,4,45,47,25,32,9,3,0,0,6,0,9,7,22,94,5,16,1,9,4,39,5,8,6,69,11,5,5,72,4,2,47,42,0,51190,62445,58056,79417,50106,56550,60284,30275,51798,60092,57643,24501,38384,29791,43811,2,9,24,13,31,30,7,22,4,10,24,30,7,15,11,5,15,62,16,29729,17,15,24,19,19,22,19,14,28,13,6,8,13,31,16,1,8,31,11,57,25,39,35,142720,852,1231,436,1926,7,2,2,4,53,2,3,29,29,11,0,51,6,0,1,0,0,39,0,9,3,4,8,65,16,6,29,3,41,19,34,14,37,14,34,38,22,4,95,5,21,25,33,19,0,1,2,2,15,16,5,6,1,1,55,57,40,48,2,0,0,0,6,7,23,0,0,3,1,2,14,17,56,1694,7,8,4,7,11,23,7,4,12,0,Amelia County
40,Oregon,41039683129,41039,41,0,4172,4131,3944,3454,3405,197,2941,3302,271,768,2128,2012,1959,1788,4089,3242,4092,54,1787,1640,2,4131,273,4,14,11,20,50,49,75,4,5,89,10,4,0,1,1,1,2,0,1,9,2,85,2,2,0,8,18,17,13,8,38,41,42,40,5,5,5,3,19,15,35,20,25,19,18,4,1,47,52,0,4,59,40,4,1,39,60,1,48,51,12,6,50,49,4,0,47,52,0,46,53,0,3,83,50,49,76,86,1,1,3,0,2,4,3,5,2,0,88,6,84,6,63,0,82,5,2,0,88,2,72,8,87,78,10,9,7,0,27,6,17,25,57,14,15,12,4,3,46,48,27,34,7,2,0,0,4,0,9,6,23,94,5,14,1,10,3,38,4,10,9,68,11,4,5,74,5,2,41,37,0,59872,76451,57372,103125,61929,68699,83197,77136,67812,71287,69914,27938,42332,34116,44897,2,6,19,10,30,39,5,30,3,8,20,31,5,13,10,4,12,70,12,35822,19,13,25,16,15,17,17,11,32,15,5,6,16,34,21,2,13,22,8,68,31,42,26,348477,1195,1774,587,1904,12,1,3,5,52,3,2,27,32,11,0,36,2,1,6,0,0,51,0,9,3,2,7,63,24,9,26,1,48,23,36,17,30,8,32,36,24,6,88,7,6,18,44,30,4,3,4,3,18,20,6,6,1,1,60,64,44,54,2,0,0,0,6,8,25,0,0,4,0,0,6,7,95,3571,10,7,4,4,12,30,5,2,34,0,Amherst County
41,Pennsylvania,42062498644,42062,42,0,3712,3674,3509,3079,3034,189,2608,2941,210,682,1903,1801,1746,1640,3592,2837,3594,56,1657,1481,2,3653,212,5,14,11,18,51,48,77,3,4,92,7,3,0,0,0,1,1,0,1,6,2,89,2,3,0,4,15,15,14,7,36,41,43,40,5,5,5,3,20,16,34,18,27,20,18,4,0,45,54,0,3,56,43,3,11,46,53,11,48,51,7,3,50,49,2,0,54,45,0,46,53,0,2,79,51,48,75,82,10,0,2,0,1,2,0,3,13,0,82,10,78,7,59,1,76,6,2,0,84,2,71,9,83,72,9,13,4,0,32,7,17,26,55,16,13,10,3,3,44,47,31,37,9,3,0,0,4,0,8,5,26,94,6,10,1,11,1,37,4,10,12,71,11,5,5,77,4,2,22,20,0,57779,71941,62604,114573,56581,71375,78462,0,56746,70802,67646,27071,42704,34081,42939,2,7,18,10,30,40,6,28,4,9,21,30,5,12,8,3,12,70,12,35073,23,13,23,19,16,21,22,11,27,14,6,6,14,24,18,1,12,34,9,56,23,29,46,199784,1011,1513,582,1630,8,0,1,2,70,2,3,30,32,12,0,51,4,15,2,1,0,22,0,7,2,3,3,67,20,8,27,2,44,22,32,21,28,10,26,34,29,9,87,11,6,17,37,38,6,1,4,5,16,18,5,6,1,1,64,68,48,59,3,0,0,0,5,6,22,0,0,5,0,0,5,6,12,4904,7,9,3,3,9,21,4,4,8,0,Amite County
42,Puerto Rico,72079124313,72078,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,4,14,14,3,3,11,0,Anchorage Municipality
